condition,claim,food,food_id,prep_state,rasa,guna,virya,vipaka,dosha_effect,prabhava,classical_entry,screen_rule,screen_saw,claim_ok,should_be,vaidya_notes
high_cholesterol,apathya,Badama (Almonds),almonds,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Medhya, Balya and Vrishya — the actions that make Badama a Rasayana rather than a fat, and the reason it is soaked and peeled before use.",bhavaprakasha,,,,,
high_cholesterol,apathya,Cashew Cream,cashew_cream,prepared,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka despite madhura rasa — Kaju is ushna virya, the one sweet nut the texts warn against in Pitta, and blending it into a cream concentrates rather than tempers that.",no — extrapolated,,,,,
high_cholesterol,apathya,Coconut Cream,coconut_cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-2 K+2,,bhavaprakasha,,,,,
high_cholesterol,apathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
high_cholesterol,apathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
high_cholesterol,apathya,Kaju (Cashews),cashews,raw,sweet,guru; snigdha,heating,sweet,V-2 P+2 K+2,The one sweet nut the texts warn against in Pitta — Kaju is ushna and Vidahi where its madhura rasa says it should cool.,bhavaprakasha,,,,,
high_cholesterol,apathya,Kilata (Paneer),paneer,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
high_cholesterol,apathya,Mandapi (Peanuts),peanuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-1 P+2 K+2,"Ushna and Vidahi against a madhura rasa — the peanut heats and burns where its rasa says it should cool, which is the classical caution and the reason it is withheld in Amlapitta and Kushtha.",bhavaprakasha,,,,,
high_cholesterol,apathya,Mandapi (Roasted Peanuts),peanuts_roasted,roasted,sweet; astringent,guru; ruksha; tikshna,heating,sweet,V-1 P+2 K+1,"Roasting turns Mandapi ruksha and more Vidahi than the raw seed — the same dravya, a sharper one, and the reason roasted peanuts sit worse in Amlapitta than boiled ones.",bhavaprakasha,,,,,
high_cholesterol,apathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
high_cholesterol,apathya,Narikela (Fresh Coconut),coconut,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
high_cholesterol,apathya,Narikela Ksheera (Coconut Milk),coconut_milk,prepared,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
high_cholesterol,apathya,Narikela Taila (Coconut Oil),coconut_oil,prepared,sweet,guru; snigdha; manda,cooling,sweet,V-1 P-2 K+1,,bhavaprakasha,,,,,
high_cholesterol,apathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
high_cholesterol,apathya,Paratha,paratha,cooked,sweet,guru; snigdha; sthira,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule. The preparation decides: sneha taken to griddle heat turns the virya ushna, which is Vidahi — the same reason fried food is the first Apathya named in Amlapitta.",no — extrapolated,,,,,
high_cholesterol,apathya,Santanika (Cream),cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-1 K+2,,bhavaprakasha,,,,,
high_cholesterol,pathya,Adhaki (Toor Dal),toor_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Amalaki (Amla),amla,ripe,sour; astringent; sweet,laghu; ruksha,cooling,sweet,V-1 P-2 K-1,Amla rasa with shita virya and madhura vipaka — the combination is unique to Amalaki and is why the one sour fruit in the pharmacopoeia is given freely in Pitta. Rasayana and tridoshaghna.,bhavaprakasha,,,,,
high_cholesterol,pathya,Atasi (Flax Seeds),flax_seeds,raw,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-2 P+1 K+0,"Ushna virya and katu vipaka against a madhura-kashaya rasa — the classical caution on Atasi, and why it is a Vata-Kapha seed rather than a cooling one.",bhavaprakasha,,,,,
high_cholesterol,pathya,Black Beans,black_beans,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K-1,,no — extrapolated,,,,,
high_cholesterol,pathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
high_cholesterol,pathya,Brown Rice,brown_rice,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
high_cholesterol,pathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Chia Seeds,chia_seeds,raw,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+0,,no — extrapolated,,,,,
high_cholesterol,pathya,Flax Milk,flax_milk,prepared,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-1 P+1 K+0,"Atasi is ushna virya and katu vipaka against a madhura-kashaya rasa, and Pitta-vardhaka with it — the classical caution on flax, which is why it is a Vata-Kapha seed and not a cooling one. Cited for the seed; carried to the milk by extrapolation.",no — extrapolated,,,,,
high_cholesterol,pathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Green Tea,green_tea,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
high_cholesterol,pathya,Haridra (Turmeric),turmeric,prepared,bitter; pungent,ruksha; laghu,heating,pungent,V+0 P-1 K-2,,bhavaprakasha,,,,,
high_cholesterol,pathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
high_cholesterol,pathya,Jowar (Sorghum),millet_jowar,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-2,,bhavaprakasha,,,,,
high_cholesterol,pathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
high_cholesterol,pathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
high_cholesterol,pathya,Methika (Fenugreek Seed),fenugreek_seeds_methi,prepared,bitter; pungent,laghu; snigdha,heating,pungent,V-1 P+1 K-2,Vata-kapha hara — the snigdha guna offsets the ruksha tendency its tikta-katu rasa would otherwise carry into Vata.,bhavaprakasha,,,,,
high_cholesterol,pathya,Methika Patra (Fenugreek Leaves),methi_fenugreek_leaves,cooked,bitter; astringent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Deepana and Vata-hara despite a tikta-kashaya rasa that raises Vata by rule — the leaf is warming where the rasa is not, which is why Methi greens are a winter Shaka.",bhavaprakasha,,,,,
high_cholesterol,pathya,Mudga (Whole Green Gram),moong_dal_green,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Nashpati (Pear),pear,ripe,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
high_cholesterol,pathya,Palandu (Onion),onion,cooked,pungent; sweet,guru; snigdha; tikshna,heating,pungent,V-1 P+2 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Perukam (Guava),guava,ripe,sweet; sour; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K-1,,bhavaprakasha,,,,,
high_cholesterol,pathya,Quinoa,quinoa,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,no — extrapolated,,,,,
high_cholesterol,pathya,"Seva (Apple, Raw)",apple,raw,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
high_cholesterol,pathya,Strawberry,strawberry,ripe,sweet; sour,laghu; snigdha,cooling,sour,V-1 P-1 K+0,,no — extrapolated,,,,,
high_cholesterol,pathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
hypertension,apathya,Pistachios,pistachios,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,,bhavaprakasha,,,,,
hypertension,pathya,Alabu (Bottle Gourd),bottle_gourd,cooked,sweet,laghu; snigdha; drava,cooling,sweet,V+0 P-2 K-1,"Laghu and Mutrala where a madhura, snigdha dravya would be neither — which is why Alabu is the gourd given in fever, in convalescence and to a weak Agni.",bhavaprakasha,,,,,
hypertension,pathya,Dadima (Pomegranate),pomegranate,ripe,sweet; sour; astringent,laghu; snigdha,cooling,sweet,V-1 P-1 K-1,"Tridoshaghna and Hridya — the sweet Dadima is one of the few fruits the texts give to all three Doshas, and the one prescribed in Grahani and in convalescence.",bhavaprakasha,,,,,
hypertension,pathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
hypertension,pathya,Olive Oil,olive_oil,prepared,sweet; astringent,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
hypertension,pathya,Palandu (Onion),onion,cooked,pungent; sweet,guru; snigdha; tikshna,heating,pungent,V-1 P+2 K-1,,bhavaprakasha,,,,,
hypertension,pathya,Palanki (Beetroot),beetroot,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,bhavaprakasha,,,,,
hypertension,pathya,Trapusha (Cucumber),cucumber,raw,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,,bhavaprakasha,,,,,
hypothyroid,apathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
hypothyroid,apathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
hypothyroid,apathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
hypothyroid,apathya,Almond Milk,almond_milk,prepared,sweet,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
hypothyroid,apathya,Chikoo (Sapota),chikoo_sapota,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
hypothyroid,apathya,Coconut Cream,coconut_cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-2 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Cottage Cheese,cottage_cheese,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P+0 K+2,,no — extrapolated,,,,,
hypothyroid,apathya,Edamame,edamame,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+1 P-1 K+0,,no — extrapolated,,,,,
hypothyroid,apathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
hypothyroid,apathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
hypothyroid,apathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
hypothyroid,apathya,Kharjura (Dates),dates,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+2,"Brimhana and Balya — Kharjura is the classical convalescent fruit, given to rebuild after depletion where its guru guna would otherwise argue against it.",bhavaprakasha,,,,,
hypothyroid,apathya,Kilata (Paneer),paneer,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Lassi (Sweetened Takra),lassi,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P-1 K+2,"Sweetening and thickening reverse Takra's action: sweet Lassi is guru and Kapha-vardhaka where the Takra it is made from is laghu and Kapha-hara. The preparation, not the milk, decides.",bhavaprakasha,,,,,
hypothyroid,apathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
hypothyroid,apathya,Narikela (Fresh Coconut),coconut,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Narikela Ksheera (Coconut Milk),coconut_milk,prepared,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Oats Porridge,oats,cooked,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
hypothyroid,apathya,Panasa (Jackfruit),jackfruit,cooked,sweet; astringent,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,"Prithuka (Rice Flakes, Dry)",rice_flakes,dry,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,"Prithuka is guru and Kapha-vardhaka in Bhavaprakasha despite coming from laghu Shali — the flattening and drying change the dravya, so the dry flake and the cooked dish do not share a guna.",bhavaprakasha,,,,,
hypothyroid,apathya,Rava (Semolina),semolina_rava,cooked,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Sabudana (Tapioca Pearls),sabudana,cooked,sweet,guru; picchila; sthira,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
hypothyroid,apathya,Santanika (Cream),cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Shakarkand (Sweet Potato),sweet_potato,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,apathya,Shali (Basmati Rice),basmati_rice,cooked,sweet,laghu; snigdha; mridu,cooling,sweet,V-1 P-1 K+1,"Purana Shali — aged rice — is laghu where new rice is guru, which is why the texts specify the age.",bhavaprakasha,,,,,
hypothyroid,apathya,Soy Milk,soy_milk,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
hypothyroid,apathya,Soya Chunks,soya_chunks,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K+0,,no — extrapolated,,,,,
hypothyroid,apathya,Tempeh,tempeh,fermented,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K+0,,no — extrapolated,,,,,
hypothyroid,apathya,Tofu,vegan_paneer_tofu,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
hypothyroid,apathya,Tofu (Firm),tofu_firm,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
hypothyroid,apathya,White Rice,white_rice,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
hypothyroid,pathya,Amalaki (Amla),amla,ripe,sour; astringent; sweet,laghu; ruksha,cooling,sweet,V-1 P-2 K-1,Amla rasa with shita virya and madhura vipaka — the combination is unique to Amalaki and is why the one sour fruit in the pharmacopoeia is given freely in Pitta. Rasayana and tridoshaghna.,bhavaprakasha,,,,,
hypothyroid,pathya,Atasi (Flax Seeds),flax_seeds,raw,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-2 P+1 K+0,"Ushna virya and katu vipaka against a madhura-kashaya rasa — the classical caution on Atasi, and why it is a Vata-Kapha seed rather than a cooling one.",bhavaprakasha,,,,,
hypothyroid,pathya,Bajra (Pearl Millet),millet_bajra,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-2,"Ushna virya and Pitta-vardhaka against a madhura-kashaya rasa that would pacify Pitta by rule — the classical caution on Bajra, and why it is a winter grain and not a summer one.",bhavaprakasha,,,,,
hypothyroid,pathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
hypothyroid,pathya,Maricha (Black Pepper),black_pepper,prepared,pungent,laghu; tikshna; ruksha,heating,pungent,V-1 P+2 K-2,"Vata-kapha hara at culinary dose, where the deepana action dominates the Vata-raising tendency of katu rasa. In quantity the rasa wins — which is why Maricha is classically a pinch and not a spoon.",bhavaprakasha,,,,,
hypothyroid,pathya,Sarshapa Taila (Mustard Oil),mustard_oil,prepared,pungent; bitter,laghu; snigdha; tikshna,heating,pungent,V-1 P+2 K-2,"Vata-hara despite katu-tikta rasa: it is a sneha, and the oleating quality reaches Vata where the rasa alone would raise it. Classically kapha-vata hara and decidedly Pitta-vardhaka.",bhavaprakasha,,,,,
hypothyroid,pathya,Shigru (Drumstick / Moringa),drumstick_moringa,cooked,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Shothahara and Krimighna — Shigru is the anti-inflammatory Shaka, given in Amavata and in Shotha where a katu-tikta vegetable would otherwise be avoided for Vata.",bhavaprakasha,,,,,
hypothyroid,pathya,Tulsi Tea,tulsi_tea,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Hridya and Rasayana — Tulsi's specific action carries it past what its katu-tikta rasa alone would do, which is why it is given as a daily drink and Maricha is not.",bhavaprakasha,,,,,
hypothyroid,pathya,Twak (Cinnamon),cinnamon_dalchini,prepared,pungent; bitter; sweet,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,,bhavaprakasha,,,,,
hypothyroid,pathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
ibs,apathya,Adhaki (Toor Dal),toor_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Aluka (Potato),potato,cooked,sweet,guru; ruksha,cooling,sweet,V+2 P-1 K+1,"Vata-vardhaka despite madhura rasa and against shita virya, which would raise Vata anyway — Aluka is Vatala in the texts, the standard caution on the tuber, and the reason it is cooked with ajwain.",bhavaprakasha,,,,,
ibs,apathya,Arbi (Colocasia),colocasia_arbi,cooked,sweet; astringent,guru; picchila,cooling,sweet,V+2 P-1 K+2,,bhavaprakasha,,,,,
ibs,apathya,Black Beans,black_beans,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K-1,,no — extrapolated,,,,,
ibs,apathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,Brown Rice,brown_rice,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
ibs,apathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Chanaka (Kabuli Chana),chhole,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Chanaka Churna (Besan),chickpea_flour_besan,dry,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Edamame,edamame,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+1 P-1 K+0,,no — extrapolated,,,,,
ibs,apathya,French Beans,french_beans,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
ibs,apathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
ibs,apathya,Jowar (Sorghum),millet_jowar,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-2,,bhavaprakasha,,,,,
ibs,apathya,Kadali Kanda (Raw Banana),raw_banana,unripe,astringent; sweet,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Kalaya (Green Peas),green_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Kalinga (Watermelon),watermelon,ripe,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,"Mutrala — the diuretic action is why Kalinga is given in Grishma and in urinary heat, and why it is not simply a heavy sweet fruit.",bhavaprakasha,,,,,
ibs,apathya,Kamala Kanda (Lotus Stem),lotus_stem,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
ibs,apathya,Kidney Beans,kidney_beans,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,Makka (Sweet Corn),corn,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K-1,"Ushna despite madhura rasa, and guru while ruksha — the combination that makes Makka hard on Vata and on a weak Agni both.",bhavaprakasha,,,,,
ibs,apathya,Makka (Sweet Corn),corn_sweet,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Masura (Whole Brown Lentil),lentils_brown,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+2 P+0 K-1,,bhavaprakasha,,,,,
ibs,apathya,Mudga (Sprouted Moong),sprouted_moong,sprouted,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Mudga (Whole Green Gram),moong_dal_green,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Mushroom,mushroom,cooked,sweet; astringent,guru; picchila,cooling,pungent,V+1 P-1 K+1,,bhavaprakasha,,,,,
ibs,apathya,Nashpati (Pear),pear,ripe,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
ibs,apathya,Oats Porridge,oats,cooked,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
ibs,apathya,Palakya (Palak),palak,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Palakya (Spinach),spinach,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Palandu (Onion),onion,cooked,pungent; sweet,guru; snigdha; tikshna,heating,pungent,V-1 P+2 K-1,,bhavaprakasha,,,,,
ibs,apathya,Panasa (Jackfruit),jackfruit,cooked,sweet; astringent,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
ibs,apathya,Perukam (Guava),guava,ripe,sweet; sour; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Rajamasha (Black-Eyed Peas),black_eyed_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
ibs,apathya,Rajma (Kidney Beans),rajma,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
ibs,apathya,"Seva (Apple, Raw)",apple,raw,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
ibs,apathya,Soy Milk,soy_milk,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
ibs,apathya,Soya Chunks,soya_chunks,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K+0,,no — extrapolated,,,,,
ibs,apathya,Tofu,vegan_paneer_tofu,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
ibs,apathya,Tofu (Firm),tofu_firm,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
