condition,ayurvedic_name,kind,item,enforced_by_scan,modern_extrapolated,classical_ref,mechanism,item_ok,vaidya_notes
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,moong soup,,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,rice gruel (Peya),,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,dry ginger (Shunthi),,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,tulsi,,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,amla (Amalaki),,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,adequate protein once Agni returns,,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,Rasayana once Ama has cleared,,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,heavy and deep-fried foods,yes,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,cold and refrigerated food,yes,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,fermented foods,yes,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,Rasayana given before Ama has cleared,no,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,sleeping during the day,no,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),apathya,exertion beyond capacity,no,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,"adequate salt — unlike hypertension, this is not restricted",,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,soaked raisins (Draksha),,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,dates (Kharjura),,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,cow's milk,,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,cow's ghee,,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,Ashwagandha and Yashtimadhu preparations,,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,small frequent meals,,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),pathya,adequate fluids,,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),apathya,fasting and skipping meals,no,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),apathya,alcohol,yes,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),apathya,excess bitter and astringent foods,no,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),apathya,dehydration,no,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
low_blood_pressure,Nyuna Rakta Chapa (no direct classical counterpart; treated as Ojas and Bala Kshaya),apathya,standing up abruptly after eating,no,yes,Extrapolated from Charaka Sutra 21 (Ojas) and Charaka Sutra 11; no classical Nidana describes this entity directly,"Alcohol and prolonged fasting lower pressure further. Salt is deliberately absent from these terms: restricting it here would be the opposite of the advice, and it is the one condition in this table where that is true.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,coriander seeds water,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,amla,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,pomegranate,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,moong dal,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,cucumber,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,pathya,cooling foods for Pitta type,,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,"excess sour, salty, pungent foods",no,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,red wine/alcohol,yes,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,aged cheese,yes,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,chocolate,yes,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,onion in excess,no,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
migraine,Ardhavabhedaka / Suryavarta,apathya,skipping meals,no,,Charaka Sutra 20; Ashtanga Hridayam Uttara 23,"Aged, fermented and sour foods are the classical and modern triggers.",,
obesity,Sthoulya,pathya,barley (Yava),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,old rice (Puranashali),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,moong dal (Mudga),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,honey (Madhu),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,bitter gourd,,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,drumstick (Shigru),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,pathya,horse gram (Kulatha),,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,new rice,no,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,heavy wheat,no,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,sugar,yes,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,excess dairy,no,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,sweets,yes,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,cold foods,no,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
obesity,Sthoulya,apathya,sleeping after meals,no,,Charaka Sutra 21 (Sthoulya Nidana); Charaka Chikitsa 15,Kapha-Meda increasing — reduce in Sthaulya.,,
osteoarthritis,Sandhigata Vata,pathya,cow's ghee,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,sesame oil (Tila Taila),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,garlic (Lasuna),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,ginger (Ardraka),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,turmeric (Haridra),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,warm cooked moong,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,old rice,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,pathya,warm milk,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,cold and refrigerated foods,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,dry and raw foods,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,curd (Dadhi),yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,fermented foods,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,rajma and chana in excess,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
osteoarthritis,Sandhigata Vata,apathya,carbonated drinks,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Nidana 15,"Cold, dry and fermented foods increase Vata in the Sandhi.",,
pcos,Artava Dushti / Pushpa Dushti,pathya,flaxseeds (Atasi),,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,fenugreek (Methi),,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,spearmint (Pudina),,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,amla,,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,sesame seeds,,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,moong dal,,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,pathya,millet (Shyamaka),,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,sugar,yes,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,refined carbs,no,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,heavy dairy,no,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,red meat,no,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,soy in excess,no,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
pcos,Artava Dushti / Pushpa Dushti,apathya,cold foods,no,,Charaka Chikitsa 30 (Yonivyapad); Astanga Samgraha,Refined carbs worsen insulin resistance.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,neem (Nimba) preparations,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,turmeric,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,bitter gourd,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,amla,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,moong dal,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,old rice,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,pathya,cucumber,,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,fish and milk together,yes,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,sour foods,yes,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,sesame + milk,no,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,meat + milk,no,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,salt + milk,no,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
psoriasis,Kitibha Kushtha / Mandal Kushtha,apathya,incompatible combinations,no,,Charaka Chikitsa 7 (Kushtha Chikitsa); Ashtanga Hridayam Chikitsa 19,Viruddha Ahara is the stated Nidana of Kushtha; sour aggravates Rakta.,,
recurrent_uti,Mutrakrichra,pathya,plenty of water,,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,tender coconut water,,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,barley water (Yava),,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,Gokshura and Punarnava preparations,,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,cucumber (Trapusha),,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,coriander seed water,,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,pathya,amla (Amalaki),,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,chilli and excess pungent spices,yes,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,alcohol,yes,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,coffee,yes,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,pickles and fermented food,yes,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,sour foods,no,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
recurrent_uti,Mutrakrichra,apathya,holding the urge to urinate,no,,Charaka Chikitsa 26 (Mutrakrichra); Sushruta Uttara 59,"Pungent, sour and fermented foods aggravate Pitta in the Mutravaha srotas.",,
sciatica,Gridhrasi,pathya,cow's ghee,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,sesame oil,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,castor oil (Eranda Taila) — the classical Gridhrasi dravya,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,garlic,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,dry ginger (Shunthi),,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,moong dal,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,old rice,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,pathya,warm unctuous food,,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,cold and refrigerated foods,yes,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,dry and raw foods,no,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,curd,yes,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,fermented foods,no,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,heavy legumes,no,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sciatica,Gridhrasi,apathya,carbonated drinks,no,,Charaka Chikitsa 28 (Vatavyadhi — Gridhrasi); Sushruta Nidana 1,"Cold, dry and Vata-increasing foods aggravate Gridhrasi.",,
sinusitis,Dushta Pratishyaya / Peenasa,pathya,warm water through the day,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and Kapha-increasing foods thicken and retain Kapha in the Nasa srotas.,,
